"ensembl_id","Neurons"
"ENSG00000138709",17.06609349
"ENSG00000161813",11.37099994
"ENSG00000001497",8.354270136
"ENSG00000205629",22.85988703
"ENSG00000169744",81.77623254
"ENSG00000182195",27.08786087
"ENSG00000188636",4.948357317
"ENSG00000166477",21.31076581
"ENSG00000104660",11.28100407
"ENSG00000153012",4.703038515
"ENSG00000156959",27.94398705
"ENSG00000106852",4.075107486
"ENSG00000111052",11.93662403
"ENSG00000148943",15.501549
"ENSG00000174482",135.2918557
"ENSG00000164187",14.01980602
"ENSG00000143013",36.71787839
"ENSG00000136153",9.593326333
"ENSG00000164715",12.09882193
"ENSG00000072201",14.84937671
"ENSG00000170500",19.09052786
"ENSG00000176454",28.84793383
"ENSG00000130224",9.854598461
"ENSG00000165379",53.18667211
"ENSG00000120256",15.73261664
"ENSG00000147650",6.374583345
"ENSG00000138095",18.80959151
"ENSG00000163827",3.866500039
"ENSG00000122477",24.64763045
"ENSG00000066557",20.88673698
