symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
OGN	0.00997865607648695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08207065767756885	No data	No data	No data	0	1	0	0	0	0.2617449999999998	No data	-0.14208494208494205	-0.583336492266285	0	No data	No data	0	0.5	0
PARPBP	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	0	0	0	0	No data	0.74142305570877	No data	0	No data	No data	No data	0.5	0
CD70	0.00406537840153172	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	0.5	0	0	0	0	0	0	No data	0.4547159404302261	0	0	No data	No data	No data	0.5	0.5
MMRN1	0.005274315170633677	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.043379239802909225	No data	No data	No data	0	1	0	0	0	0	No data	0.08615554329840047	-0.1802968207566119	0	No data	No data	0	-1	0
CMA1	0.04349610819372263	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3577389759213209	No data	No data	0.5	0	1	1	1	0	0	1	0.7308328736900165	0	0	No data	No data	0	0.5	0
TRAPPC9	0.014348321891709072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11800949999637583	No data	No data	No data	0	0	0	0	0	0.5949500000000001	No data	-0.3082184225041368	-0.3558332332807851	0	No data	No data	No data	-1	-1
NDUFS8	0.4691093215541423	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7599134970145264	No data	No data	0.18852271773268373	0.10393110582995126	No data	1	0	0	0	0	0	0.5	No data	-0.32586872586872584	-0.7183575696040686	0	No data	No data	No data	-1	-1
CDK10	0.017239914399580884	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13374477547455663	0.03218790024449652	No data	0.5	0	0	1	1	0	0.8472200000000001	1	0.5549917264202979	-0.829087743730344	0	No data	No data	0	-1	-1
ASAH1	0.10972359228953919	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9024348883179669	No data	No data	No data	0	1	1	1	0	0	No data	0.6351902923331494	-0.9274919477528493	0	No data	No data	0	0.5	-1
ADAM22	0.007087491096038746	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03630697819069404	0.04921517884133217	No data	No data	0	0	0	0	1	0.41908499999999976	No data	-0.6681742967457254	-0.7604864403007968	0	No data	No data	0	1	0
SEC63	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.8157899999999998	No data	-0.6522890237175951	-0.7837834376785291	0	No data	No data	No data	-1	-1
UBE2H	0.07290801148114741	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5887640905202547	0.04350649301963576	No data	No data	0	0	0	0	1	1	No data	-0.9278543849972422	0	0	No data	No data	0	-1	-1
RAD51C	0.3729372959513634	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	0.09102074997573993	0.04372642997738966	No data	No data	0	0	0	0	0	0.1888300000000001	No data	0.29862107004964145	-0.7604508230984164	-1	No data	-1	0	-1	-1
RIPK3	0.061863723915871936	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5088056416858305	No data	No data	No data	0	0	1	1	0	0	No data	0.41103143960286825	0	0	No data	No data	0	-1	0
MAGEA6	0.006282857529639931	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.051674117796987794	No data	No data	No data	No data	No data	0	0	0	No data	No data	No data	No data	0	No data	No data	-0.8964975	1	1
CPS1	0.012914762699815412	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10621901991603046	No data	No data	1	0	0	1	1	1	0.7666649999999997	No data	-0.34296745725317157	-0.736560700655027	0	No data	No data	0	1	0
UNC5B	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01654922726831635	No data	No data	No data	1	0	0	0	0	0.61905	No data	-0.44611141753998895	-0.4395229065692238	0	No data	No data	-0.06349250000000009	-1	0
HPCA	0.012865868474693662	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08620796449464795	0.07843567593282794	No data	No data	0	0	0	0	0	1	No data	-0.6233866519580805	-0.27157138741267045	0	No data	No data	-0.8575125	1	0.5
ZNF148	0.001475075462841819	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012131935646597862	No data	No data	0	0	0	0	0	0.8803550000000001	No data	-0.9515719801434087	-0.9023592728414004	0	No data	No data	0	-1	-1
HCG27	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
IFNA16	0.006652437384324632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0547137717850459	No data	No data	0.5	0	1	0	0	0	0	No data	0.9734142305570876	No data	0	No data	No data	-0.7222225000000002	No data	No data
MIXL1	0.010666485250483478	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.087727791488677	No data	No data	No data	0	0	0	0	0	0	No data	0.9522338665195809	No data	0	No data	No data	0	0.5	0.5
CDKN1C	0.5250486731811728	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8601093946865037	No data	No data	0.07111608244393944	No data	No data	No data	0	0	0	0	0	0	No data	0.972972972972973	-0.9373066202427196	0	No data	No data	0	0.5	0
AURKAIP1	0.0043889569218846375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03609750434693834	No data	No data	0	0	0	1	0	0	No data	0.9482625482625482	0	0	No data	No data	No data	-1	-1
HOXA1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.6865650000000002	No data	0.07821290678433535	-0.9697574164579972	0	No data	No data	0	0.5	0.5
PAIP2	0.035862544095685886	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2826878208894038	0.04907195410624795	No data	No data	0	0	0	0	0	0.8031500000000001	No data	0.5226696083838942	0	0	No data	No data	0	-1	-1
GLIPR1L2	0.011087395640541052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	No data	0	0	0	0	0	0	No data	0.43574186431329287	No data	0	No data	No data	0	1	0
MYO9A	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0.4485849999999999	No data	-0.7785990071704357	-0.7222652347779196	0	No data	No data	0	0.5	-1
NPAT	0.00406537840153172	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	0	0	0	0	0	0	No data	-0.7151682294539438	No data	-1	No data	No data	No data	-1	-1
NPHS2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0.3211500000000001	No data	0.5301709873138445	-0.9387043108992806	0	No data	No data	0	1	0.5
UBN2	0.0060857628001256495	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	0.04169404000964381	No data	No data	0	0	0	0	0	0.5360050000000001	No data	-0.8369553226696084	-0.5992435456442596	0	No data	No data	0	-1	-1
MYH2	0.012196135204595159	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10030858160591748	No data	No data	No data	0	0	0	0	0	No data	No data	-0.4743519029233315	0	0	No data	No data	-0.8686250000000001	0.75	0.5
MT2A	0.036873897673998624	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2888142452077241	0.05783825365517258	No data	No data	No data	No data	0	0	0	No data	No data	0.33381136238279097	No data	0	No data	No data	-0.8770499999999999	0.5	-1
KRT6C	0.01570714382409983	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1291852944924695	No data	No data	No data	0	0	0	0	0	0.29078000000000015	No data	0.5503585217870932	-0.7527716257565448	0	No data	No data	-0.9689724999999999	0.5	0.5
LAIR2	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	1	0	0	0	No data	No data	0.7397683397683397	-0.7813384010694188	0	No data	No data	0	0.5	0.5
SBF2	0.00794596687572109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	No data	No data	No data	0	0	0	0	0	0.6944299999999999	No data	-0.5797021511307225	-0.6381777736185498	0	No data	No data	0	-1	0
PRDX4	0.007651333181068628	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024148362238461615	0.056892219907368966	No data	No data	0	0	0	0	0	0.48339500000000013	No data	No data	0	0	No data	No data	0	1	-1
HTR6	0.4080926519241422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6408466917680445	No data	No data	No data	0.6086946581260849	No data	No data	1	1	0	1	1	0	0.3977249999999998	No data	0.6153337010479867	0	0	-1	No data	0	1	1
PGR-AS1	0.020296205178966045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16692858182792997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CYP7B1	0.008173861882033298	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06722691064629367	No data	No data	No data	0	0	0	0	0	0	No data	-0.13767236624379486	-0.5994590349437992	0	No data	No data	0	-1	0
RIN2	0.009260628653420772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.07312550074503836	No data	No data	0	0	0	0	0	0.6089399999999998	No data	-0.5223386651958081	0	0	No data	No data	0	-1	-1
TAC3	0.010512493644364851	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08646126899365278	No data	No data	No data	0	1	1	1	0	0	No data	-0.07060121345835635	-0.18382961932668473	0	No data	No data	No data	1	0.5
U4	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	-0.72561	No data	No data
LINC01210	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
NTF3	0.042167908543083825	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3468150380664129	No data	No data	No data	0	1	0	0	0	0.796295	No data	-0.6669608383894099	-0.9827508746912678	0	No data	No data	0	0.5	0
SYT13	0.014566060528075114	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10301049626196913	0.06715928540266894	No data	No data	0	0	0	0	1	0.4953049999999998	No data	-0.32156646442360726	-0.21227635348345625	0	No data	No data	0	0.5	0
CABLES1	0.005255395064706092	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.039346632178752144	0.015507987744857362	No data	No data	0	0	0	0	0	0.036334999999999694	No data	0.38234969663541096	-0.2859359608929937	0	No data	No data	0	0.5	-1
ECM2	0.00521537511350028	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	0.025674529415186206	No data	No data	0	1	0	0	0	0	No data	0.06001103143960296	No data	0	No data	No data	0	0.5	0
CHD1L	0.007371064879544886	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06062421009515888	No data	No data	No data	0	0	0	0	0	0.3088050000000003	No data	0.3209045780474351	No data	0	No data	No data	0	-1	-1
ACTL10	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	0	0	0	0	No data	0.9771649200220629	No data	0	No data	No data	0	1	0
PHEX	0.013425995976014213	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11042371951512368	No data	No data	No data	1	0	0	0	0	0.7997349999999998	No data	No data	-0.7423658447428463	0	No data	No data	0	0.5	0.5
